CaptureSite,ForagingGround,Species,CCL_cm,CCW_cm,Weight_Kg,CalendarWeek
CaptureSite_5,Creek,Species_5,57.1,51.2,,16
CaptureSite_5,Creek,Species_5,43.7,42.5,,18
CaptureSite_5,Creek,Species_6,74.0,70.7,,20
CaptureSite_5,Creek,Species_5,39.9,38.6,,22
CaptureSite_5,Creek,Species_5,55.6,51.5,,23
CaptureSite_5,Creek,Species_5,49.8,47.5,,23
CaptureSite_5,Creek,Species_5,42.7,43.4,,28
CaptureSite_5,Creek,Species_5,42.9,40.1,,32
CaptureSite_5,Creek,Species_5,51.1,46.0,,35
CaptureSite_5,Creek,Species_5,57.6,54.1,,38
CaptureSite_5,Creek,Species_5,44.0,40.6,,38
CaptureSite_5,Creek,Species_5,40.5,39.3,,38
CaptureSite_5,Creek,Species_5,41.6,39.8,,38
CaptureSite_5,Creek,Species_5,45.0,43.3,,39
CaptureSite_5,Creek,Species_5,41.0,40.8,,42
CaptureSite_5,Creek,Species_5,48.5,44.1,,42
CaptureSite_5,Creek,Species_5,40.0,36.6,,44
CaptureSite_5,Creek,Species_5,36.5,37.0,,44
CaptureSite_5,Creek,Species_5,38.6,37.7,,44
CaptureSite_5,Creek,Species_5,53.5,48.3,,48
CaptureSite_5,Creek,Species_5,60.8,55.2,,48
CaptureSite_5,Creek,Species_5,57.0,53.5,,49
CaptureSite_5,Creek,Species_6,39.8,37.4,,2
CaptureSite_5,Creek,Species_5,36.6,36.5,,3
CaptureSite_5,Creek,Species_6,37.6,35.7,,3
CaptureSite_5,Creek,Species_5,35.0,35.1,,4
CaptureSite_5,Creek,Species_5,45.2,41.5,,5
CaptureSite_5,Creek,Species_5,55.0,50.5,,5
CaptureSite_5,Creek,Species_5,45.1,44.3,,5
CaptureSite_5,Creek,Species_5,46.3,46.3,,9
CaptureSite_5,Creek,Species_5,46.2,43.0,,9
CaptureSite_5,Creek,Species_5,53.0,48.6,,9
CaptureSite_5,Creek,Species_5,43.3,41.5,,9
CaptureSite_5,Creek,Species_5,47.3,48.4,,9
CaptureSite_5,Creek,Species_5,49.0,45.1,,9
CaptureSite_5,Creek,Species_5,48.4,44.3,,9
CaptureSite_5,Creek,Species_5,43.4,41.1,,10
CaptureSite_5,Creek,Species_5,45.7,44.5,,12
CaptureSite_5,Creek,Species_5,46.4,43.4,,19
CaptureSite_5,Creek,Species_6,43.6,41.5,,21
CaptureSite_5,Creek,Species_5,42.1,41.0,,21
CaptureSite_5,Creek,Species_5,45.8,44.2,,23
CaptureSite_5,Creek,Species_5,48.5,46.5,,23
CaptureSite_5,Creek,Species_6,33.2,32.8,,23
CaptureSite_5,Creek,Species_5,41.0,40.2,,23
CaptureSite_5,Creek,Species_5,58.1,52.2,,24
CaptureSite_5,Creek,Species_5,45.2,42.2,,26
CaptureSite_5,Creek,Species_5,59.2,54.3,,28
CaptureSite_5,Creek,Species_5,40.7,38.1,,28
CaptureSite_5,Creek,Species_5,48.4,46.3,,29
CaptureSite_5,Creek,Species_5,47.0,45.6,,34
CaptureSite_5,Creek,Species_5,42.5,40.4,,36
CaptureSite_5,Creek,Species_5,39.2,37.0,,40
CaptureSite_5,Creek,Species_5,62.7,59.5,,44
CaptureSite_5,Creek,Species_5,47.4,44.6,,45
CaptureSite_5,Creek,Species_5,46.0,44.1,,45
CaptureSite_5,Creek,Species_5,48.0,44.5,,45
CaptureSite_5,Creek,Species_5,53.4,49.9,,45
CaptureSite_5,Creek,Species_5,42.7,42.2,,46
CaptureSite_5,Creek,Species_5,50.6,47.9,,47
CaptureSite_5,Creek,Species_5,32.9,32.2,,48
CaptureSite_5,Creek,Species_5,49.5,47.0,,50
CaptureSite_5,Creek,Species_5,58.5,54.6,,3
CaptureSite_5,Creek,Species_5,43.8,41.8,,3
CaptureSite_5,Creek,Species_5,44.5,42.0,,6
CaptureSite_5,Creek,Species_5,43.9,41.1,,7
CaptureSite_5,Creek,Species_5,54.4,48.9,,8
CaptureSite_5,Creek,Species_5,61.2,55.3,,8
CaptureSite_5,Creek,Species_5,44.0,43.1,,8
CaptureSite_5,Creek,Species_5,51.6,47.1,,10
CaptureSite_5,Creek,Species_5,46.0,42.2,,12
CaptureSite_5,Creek,Species_5,54.4,48.9,,12
CaptureSite_5,Creek,Species_5,45.0,43.5,,12
CaptureSite_5,Creek,Species_5,40.0,38.0,,14
CaptureSite_5,Creek,Species_5,45.1,43.6,,15
CaptureSite_5,Creek,Species_5,46.4,42.7,,22
CaptureSite_5,Creek,Species_5,48.3,43.3,,23
CaptureSite_5,Creek,Species_5,46.8,43.6,,25
CaptureSite_5,Creek,Species_5,64.8,57.7,,25
CaptureSite_5,Creek,Species_5,42.3,40.1,,28
CaptureSite_5,Creek,Species_5,52.3,45.6,,29
CaptureSite_5,Creek,Species_5,52.3,45.4,,30
CaptureSite_5,Creek,Species_5,65.3,55.3,,30
CaptureSite_5,Creek,Species_5,42.1,38.7,,35
CaptureSite_5,Creek,Species_5,42.8,40.4,,41
CaptureSite_5,Creek,Species_5,47.5,46.1,,42
CaptureSite_5,Creek,Species_5,46.6,44.1,,42
CaptureSite_5,Creek,Species_5,40.9,38.7,,43
CaptureSite_5,Creek,Species_5,40.2,41.8,,43
CaptureSite_5,Creek,Species_5,46.7,44.8,,46
CaptureSite_5,Creek,Species_5,37.7,38.0,,47
CaptureSite_5,Creek,Species_5,39.5,39.3,,0
CaptureSite_5,Creek,Species_5,48.8,46.7,,2
CaptureSite_5,Creek,Species_5,67.0,61.0,,5
CaptureSite_5,Creek,Species_5,40.4,40.0,,6
CaptureSite_5,Creek,Species_5,40.0,38.8,,12
CaptureSite_5,Creek,Species_6,28.5,26.5,,13
CaptureSite_5,Creek,Species_5,43.6,43.0,,14
CaptureSite_5,Creek,Species_5,39.3,37.8,,15
CaptureSite_5,Creek,Species_5,68.7,59.3,,15
CaptureSite_5,Creek,Species_5,43.7,41.9,,16
CaptureSite_5,Creek,Species_5,41.3,41.5,,18
CaptureSite_5,Creek,Species_5,41.9,38.6,,19
CaptureSite_5,Creek,Species_5,61.9,57.9,,29
CaptureSite_5,Creek,Species_5,41.0,39.1,,29
CaptureSite_5,Creek,Species_5,56.5,52.7,,36
CaptureSite_5,Creek,Species_0,48.5,45.2,,38
CaptureSite_5,Creek,Species_5,35.8,34.1,,38
CaptureSite_5,Creek,Species_5,70.3,64.6,,39
CaptureSite_5,Creek,Species_5,51.4,45.2,,40
CaptureSite_5,Creek,Species_5,50.1,45.7,,40
CaptureSite_5,Creek,Species_5,68.2,63.3,,42
CaptureSite_5,Creek,Species_5,47.0,44.9,,45
CaptureSite_5,Creek,Species_5,41.5,39.9,,45
CaptureSite_5,Creek,Species_5,42.5,40.1,,46
CaptureSite_5,Creek,Species_6,44.5,43.0,,47
CaptureSite_5,Creek,Species_5,51.2,48.3,,50
CaptureSite_5,Creek,Species_5,70.9,63.9,,1
CaptureSite_5,Creek,Species_6,38.3,37.4,,4
CaptureSite_5,Creek,Species_5,46.0,44.0,,5
CaptureSite_5,Creek,Species_5,54.8,49.6,,5
CaptureSite_5,Creek,Species_5,68.1,61.4,,5
CaptureSite_5,Creek,Species_5,42.1,39.9,,6
CaptureSite_5,Creek,Species_6,69.3,61.0,,8
CaptureSite_5,Creek,Species_5,41.0,41.6,,9
CaptureSite_5,Creek,Species_5,45.8,42.6,,9
CaptureSite_5,Creek,Species_5,37.9,36.8,,10
CaptureSite_5,Creek,Species_5,44.5,42.5,,16
CaptureSite_5,Creek,Species_5,43.0,39.8,,16
CaptureSite_5,Creek,Species_6,29.5,27.4,,16
CaptureSite_5,Creek,Species_5,54.4,49.3,,20
CaptureSite_5,Creek,Species_5,50.8,46.1,,21
CaptureSite_5,Creek,Species_5,44.2,40.9,,28
CaptureSite_5,Creek,Species_5,51.5,50.0,,28
CaptureSite_5,Creek,Species_5,53.6,53.1,,29
CaptureSite_5,Creek,Species_5,50.2,47.5,,38
CaptureSite_5,Creek,Species_5,41.9,39.8,,39
CaptureSite_5,Creek,Species_5,59.7,55.1,,39
CaptureSite_5,Creek,Species_5,47.5,43.6,,39
CaptureSite_5,Creek,Species_6,,,,40
CaptureSite_5,Creek,Species_5,43.5,40.6,,42
CaptureSite_5,Creek,Species_5,36.2,34.7,,43
CaptureSite_5,Creek,Species_5,46.1,44.5,,46
CaptureSite_5,Creek,Species_5,45.5,41.0,,46
CaptureSite_5,Creek,Species_5,44.0,41.6,,47
CaptureSite_5,Creek,Species_5,53.0,50.0,,47
CaptureSite_5,Creek,Species_5,50.6,46.4,,47
CaptureSite_5,Creek,Species_5,50.4,45.7,,47
CaptureSite_5,Creek,Species_5,46.5,42.4,,48
CaptureSite_5,Creek,Species_5,42.0,39.9,,48
CaptureSite_5,Creek,Species_5,47.1,42.5,,50
CaptureSite_5,Creek,Species_5,39.5,37.8,,51
CaptureSite_5,Creek,Species_5,44.5,43.5,,0
CaptureSite_5,Creek,Species_5,58.2,51.2,,1
CaptureSite_5,Creek,Species_5,58.0,52.6,,2
CaptureSite_5,Creek,Species_5,46.0,43.5,,2
CaptureSite_5,Creek,Species_5,40.4,37.4,,2
CaptureSite_5,Creek,Species_5,54.6,49.0,,4
CaptureSite_5,Creek,Species_5,54.6,49.1,,5
CaptureSite_5,Creek,Species_5,40.8,39.5,,5
CaptureSite_5,Creek,Species_5,45.0,41.9,,6
CaptureSite_5,Creek,Species_5,52.9,47.6,,10
CaptureSite_5,Creek,Species_5,60.1,55.2,,10
CaptureSite_5,Creek,Species_5,59.9,54.9,,10
CaptureSite_5,Creek,Species_5,40.7,33.5,,10
CaptureSite_5,Creek,Species_5,38.4,38.4,,11
CaptureSite_5,Creek,Species_5,51.7,49.6,,11
CaptureSite_5,Creek,Species_5,51.3,48.9,,11
CaptureSite_5,Creek,Species_5,58.8,54.8,,12
CaptureSite_5,Creek,Species_5,60.8,55.5,,12
CaptureSite_5,Creek,Species_5,47.2,45.8,,13
CaptureSite_5,Creek,Species_5,55.7,51.5,,13
CaptureSite_5,Creek,Species_5,42.5,40.9,,13
CaptureSite_5,Creek,Species_5,60.7,55.6,,14
CaptureSite_5,Creek,Species_5,42.6,39.9,,16
CaptureSite_5,Creek,Species_6,32.4,31.0,,16
CaptureSite_5,Creek,Species_5,67.5,63.5,,17
CaptureSite_5,Creek,Species_5,62.2,53.9,,17
CaptureSite_5,Creek,Species_5,47.1,45.3,,17
CaptureSite_5,Creek,Species_5,51.9,45.5,,17
CaptureSite_5,Creek,Species_5,47.5,46.2,11.25,19
CaptureSite_5,Creek,Species_6,36.7,35.8,5.0,20
CaptureSite_5,Creek,Species_5,41.5,40.0,8.0,24
CaptureSite_5,Creek,Species_5,38.3,37.5,6.5,24
CaptureSite_5,Creek,Species_6,50.6,46.5,15.5,25
CaptureSite_5,Creek,Species_5,41.7,40.0,8.0,29
CaptureSite_5,Creek,Species_5,48.4,44.3,12.5,31
CaptureSite_5,Creek,Species_6,38.2,36.8,7.0,32
CaptureSite_5,Creek,Species_5,43.7,42.4,10.5,36
CaptureSite_5,Creek,Species_5,33.1,32.6,4.5,38
CaptureSite_5,Creek,Species_6,37.6,36.1,5.5,40
CaptureSite_5,Creek,Species_5,52.8,46.0,16.5,40
CaptureSite_5,Creek,Species_5,42.5,42.3,10.5,41
CaptureSite_5,Creek,Species_5,44.6,43.2,10.0,41
CaptureSite_5,Creek,Species_5,46.0,40.5,12.5,42
CaptureSite_5,Creek,Species_5,61.5,56.5,27.5,44
CaptureSite_5,Creek,Species_5,33.3,32.9,4.0,46
CaptureSite_5,Creek,Species_5,44.4,42.3,11.5,48
CaptureSite_5,Creek,Species_5,61.1,58.8,29.5,49
CaptureSite_5,Creek,Species_5,51.4,46.3,15.5,50
CaptureSite_5,Creek,Species_5,49.6,44.8,15.0,50
CaptureSite_5,Creek,Species_5,44.9,39.9,11.0,50
CaptureSite_5,Creek,Species_5,51.9,46.6,16.0,50
CaptureSite_5,Creek,Species_5,45.7,43.8,12.0,51
CaptureSite_5,Creek,Species_5,63.4,57.5,31.5,0
CaptureSite_5,Creek,Species_5,66.9,65.7,,0
CaptureSite_5,Creek,Species_5,45.3,42.2,11.5,0
CaptureSite_5,Creek,Species_5,41.7,38.5,8.5,0
CaptureSite_5,Creek,Species_5,48.6,45.5,14.0,2
CaptureSite_5,Creek,Species_5,53.0,48.5,18.5,3
CaptureSite_5,Creek,Species_5,52.6,47.6,18.25,5
CaptureSite_5,Creek,Species_5,43.4,41.1,9.5,5
CaptureSite_5,Creek,Species_5,36.8,35.9,6.6,5
CaptureSite_5,Creek,Species_5,42.6,40.8,9.0,11
CaptureSite_5,Creek,Species_5,51.7,47.6,18.0,11
CaptureSite_5,Creek,Species_5,45.7,43.4,12.5,16
CaptureSite_5,Creek,Species_6,30.0,26.9,3.5,17
CaptureSite_5,Creek,Species_6,30.8,29.5,4.0,18
CaptureSite_5,Creek,Species_5,44.0,40.8,10.0,18
CaptureSite_5,Creek,Species_6,50.0,44.0,14.0,18
CaptureSite_5,Creek,Species_5,54.1,49.0,19.5,18
CaptureSite_5,Creek,Species_5,43.8,40.5,11.0,18
CaptureSite_5,Creek,Species_5,50.0,45.1,14.5,18
CaptureSite_5,Creek,Species_5,42.2,40.4,9.0,18
CaptureSite_5,Creek,Species_5,62.1,58.4,30.0,19
CaptureSite_5,Creek,Species_5,41.6,38.7,8.5,21
CaptureSite_5,Creek,Species_5,42.1,38.5,8.5,22
CaptureSite_5,Creek,Species_6,36.5,32.5,5.5,22
CaptureSite_5,Creek,Species_5,42.8,40.9,10.5,25
CaptureSite_5,Creek,Species_6,41.2,38.7,7.5,26
CaptureSite_5,Creek,Species_6,41.1,38.8,7.5,26
CaptureSite_5,Creek,Species_5,39.1,36.0,6.0,28
CaptureSite_5,Creek,Species_5,50.7,44.4,15.5,29
CaptureSite_5,Creek,Species_5,47.0,43.4,12.5,31
CaptureSite_5,Creek,Species_5,44.8,41.7,10.5,39
CaptureSite_5,Creek,Species_5,59.1,56.1,26.5,41
CaptureSite_5,Creek,Species_5,42.3,38.9,11.0,42
CaptureSite_5,Creek,Species_5,43.8,40.2,9.5,44
CaptureSite_5,Creek,Species_5,40.8,37.9,7.5,48
CaptureSite_5,Creek,Species_5,41.5,39.3,9.0,49
CaptureSite_5,Creek,Species_5,51.6,49.2,17.0,49
CaptureSite_5,Creek,Species_5,55.1,47.8,18.5,2
CaptureSite_5,Creek,Species_5,35.1,33.2,4.5,4
CaptureSite_5,Creek,Species_5,55.2,47.8,19.0,6
CaptureSite_5,Creek,Species_5,50.0,44.0,5.0,6
CaptureSite_5,Creek,Species_5,47.0,43.0,13.0,6
CaptureSite_5,Creek,Species_5,44.6,40.7,11.0,6
CaptureSite_5,Creek,Species_5,43.4,39.5,10.0,6
CaptureSite_5,Creek,Species_5,38.7,37.6,8.0,6
CaptureSite_5,Creek,Species_5,48.5,46.2,15.0,6
CaptureSite_5,Creek,Species_5,40.0,35.7,8.0,6
CaptureSite_5,Creek,Species_5,49.5,46.2,15.0,6
CaptureSite_5,Creek,Species_5,55.2,50.0,21.0,6
CaptureSite_5,Creek,Species_5,58.4,51.8,23.5,6
CaptureSite_5,Creek,Species_5,46.6,41.5,12.0,6
CaptureSite_5,Creek,Species_5,43.2,39.4,10.5,6
CaptureSite_5,Creek,Species_5,43.8,42.2,11.0,6
CaptureSite_5,Creek,Species_5,39.3,37.5,5.5,7
CaptureSite_5,Creek,Species_5,75.3,72.0,,7
CaptureSite_5,Creek,Species_5,57.0,53.0,21.5,7
CaptureSite_5,Creek,Species_5,47.0,42.6,12.0,8
CaptureSite_5,Ocean,Species_6,35.0,32.8,8.5,8
CaptureSite_5,Creek,Species_5,42.7,41.8,11.5,10
CaptureSite_5,Creek,Species_5,64.3,57.4,31.5,10
CaptureSite_5,Creek,Species_5,52.4,52.0,16.5,10
CaptureSite_5,Creek,Species_5,47.8,45.2,14.5,10
CaptureSite_5,Creek,Species_5,45.4,41.7,12.5,11
CaptureSite_5,Creek,Species_5,44.4,40.7,10.0,11
CaptureSite_5,Creek,Species_5,47.4,45.0,14.5,11
CaptureSite_5,Creek,Species_5,47.7,43.8,14.5,11
CaptureSite_5,Creek,Species_5,38.0,36.0,6.0,13
CaptureSite_5,Creek,Species_5,40.6,37.3,7.0,13
CaptureSite_5,Creek,Species_5,47.3,41.8,11.0,13
CaptureSite_5,Creek,Species_5,57.0,53.1,21.0,13
CaptureSite_5,Creek,Species_5,62.2,55.0,30.0,13
CaptureSite_5,Creek,Species_5,43.8,41.3,12.0,13
CaptureSite_5,Creek,Species_5,38.5,37.4,8.5,13
CaptureSite_5,Creek,Species_5,,40.2,36.4,14
CaptureSite_5,Creek,Species_5,44.7,41.0,11.0,15
CaptureSite_5,Creek,Species_5,38.3,36.0,7.0,15
CaptureSite_5,Creek,Species_5,44.5,40.2,11.5,15
CaptureSite_5,Creek,Species_5,36.2,36.6,6.5,15
CaptureSite_5,Creek,Species_5,40.7,39.0,9.0,16
CaptureSite_5,Creek,Species_5,45.0,41.0,11.0,17
CaptureSite_5,Creek,Species_5,51.1,47.1,17.0,17
CaptureSite_5,Creek,Species_5,56.3,51.3,20.0,21
CaptureSite_5,Creek,Species_5,56.6,50.7,20.0,21
CaptureSite_5,Creek,Species_5,42.7,39.3,8.0,21
CaptureSite_5,Creek,Species_5,40.1,38.1,7.5,23
CaptureSite_5,Creek,Species_5,44.1,39.9,9.8,24
CaptureSite_5,Creek,Species_5,42.5,40.9,9.15,24
CaptureSite_5,Creek,Species_5,37.2,34.9,5.0,25
CaptureSite_5,Creek,Species_5,64.6,59.0,30.45,25
CaptureSite_5,Creek,Species_5,47.0,43.0,9.75,26
CaptureSite_5,Creek,Species_5,43.0,42.5,9.05,26
CaptureSite_5,Creek,Species_5,40.4,41.1,9.0,26
CaptureSite_5,Creek,Species_5,44.0,41.1,8.7,26
CaptureSite_5,Ocean,Species_5,48.0,47.5,12.8,27
CaptureSite_5,Creek,Species_6,39.0,35.3,6.1,28
CaptureSite_5,Creek,Species_5,45.7,43.5,10.0,28
CaptureSite_5,Creek,Species_5,44.7,44.1,11.0,29
CaptureSite_5,Creek,Species_6,33.0,30.3,4.2,29
CaptureSite_5,Creek,Species_6,32.5,29.0,3.25,29
CaptureSite_5,Creek,Species_6,32.1,30.9,3.45,31
CaptureSite_5,Creek,Species_5,49.5,46.7,14.2,31
CaptureSite_5,Creek,Species_6,40.0,38.0,6.5,33
CaptureSite_5,Creek,Species_5,55.0,50.0,19.75,35
CaptureSite_5,Creek,Species_5,41.4,37.6,8.4,35
CaptureSite_5,Creek,Species_5,43.0,39.6,8.75,39
CaptureSite_5,Creek,Species_5,38.5,36.6,6.15,40
CaptureSite_5,Creek,Species_5,59.3,53.1,22.8,40
CaptureSite_5,Creek,Species_5,38.3,37.2,7.0,40
CaptureSite_5,Creek,Species_5,44.0,43.3,10.5,41
CaptureSite_5,Creek,Species_6,61.1,55.5,27.3,42
CaptureSite_5,Creek,Species_5,39.0,38.3,6.8,42
CaptureSite_5,Creek,Species_5,51.4,46.4,14.7,42
CaptureSite_5,Creek,Species_5,46.1,44.2,11.45,43
CaptureSite_5,Creek,Species_5,40.4,37.7,8.0,44
CaptureSite_5,Creek,Species_5,46.9,46.9,11.9,45
CaptureSite_5,Ocean,Species_5,39.6,37.65,7.25,48
CaptureSite_5,Creek,Species_5,42.0,39.95,9.2,50
CaptureSite_5,Creek,Species_5,39.0,38.0,6.2,0
CaptureSite_5,Creek,Species_5,50.6,46.7,15.5,1
CaptureSite_5,Creek,Species_5,35.8,33.7,5.2,10
CaptureSite_5,Creek,Species_5,54.1,49.9,19.35,10
CaptureSite_5,Creek,Species_5,36.0,33.9,5.15,11
CaptureSite_5,Creek,Species_5,70.3,62.2,37.0,11
CaptureSite_5,Creek,Species_5,37.4,35.6,6.25,13
CaptureSite_5,Creek,Species_5,49.2,45.8,13.7,13
CaptureSite_5,Creek,Species_5,51.6,45.8,13.8,13
CaptureSite_5,Creek,Species_5,57.2,50.7,22.1,13
CaptureSite_5,Creek,Species_5,36.3,34.2,5.5,13
CaptureSite_5,Creek,Species_5,39.3,37.6,7.4,16
CaptureSite_5,Creek,Species_5,40.2,38.4,8.5,16
CaptureSite_5,Creek,Species_6,39.0,37.2,8.5,17
CaptureSite_5,Creek,Species_5,46.9,44.8,12.25,18
CaptureSite_5,Creek,Species_5,44.2,41.5,10.4,18
CaptureSite_5,Creek,Species_5,40.5,38.0,8.4,20
CaptureSite_5,Creek,Species_5,39.9,39.2,7.8,21
CaptureSite_5,Creek,Species_5,49.5,46.0,14.55,21
CaptureSite_5,Creek,Species_5,42.0,40.3,7.3,21
CaptureSite_5,Creek,Species_5,48.1,42.7,10.5,22
CaptureSite_5,Creek,Species_5,42.7,39.0,3.62,23
CaptureSite_5,Creek,Species_6,33.5,30.7,4.12,24
CaptureSite_5,Creek,Species_5,48.0,43.1,12.69,24
CaptureSite_5,Creek,Species_5,57.6,55.1,24.0,24
CaptureSite_5,Creek,Species_6,55.7,48.4,16.3,24
CaptureSite_5,Creek,Species_5,39.5,39.2,,24
CaptureSite_5,Creek,Species_5,37.3,35.1,7.1,24
CaptureSite_5,Creek,Species_5,39.5,36.4,8.0,25
CaptureSite_5,Creek,Species_5,48.0,43.0,13.0,25
CaptureSite_5,Creek,Species_5,37.0,36.8,6.5,29
CaptureSite_5,Creek,Species_5,44.5,39.9,10.0,30
CaptureSite_5,Creek,Species_5,39.4,38.8,7.0,36
CaptureSite_5,Creek,Species_5,45.0,43.7,12.0,40
CaptureSite_5,Creek,Species_5,36.0,35.7,7.0,43
CaptureSite_5,Creek,Species_5,39.3,38.0,8.0,45
CaptureSite_5,Creek,Species_5,45.0,41.1,11.5,45
CaptureSite_5,Creek,Species_5,40.2,38.0,9.5,46
CaptureSite_5,Creek,Species_5,37.1,37.5,8.5,47
CaptureSite_5,Creek,Species_5,42.0,41.3,10.5,47
CaptureSite_5,Creek,Species_5,35.2,35.0,7.5,47
CaptureSite_5,Creek,Species_5,36.7,34.4,4.8,49
CaptureSite_5,Creek,Species_5,37.2,34.9,5.8,49
CaptureSite_5,Creek,Species_5,45.2,42.3,11.8,49
CaptureSite_5,Creek,Species_5,45.5,43.2,10.4,49
CaptureSite_5,Creek,Species_5,48.3,44.5,11.2,49
CaptureSite_5,Creek,Species_5,37.6,38.7,7.3,49
CaptureSite_5,Creek,Species_5,38.3,36.7,7.0,49
CaptureSite_5,Creek,Species_5,43.5,39.7,9.4,49
CaptureSite_5,Creek,Species_5,45.7,41.4,12.5,49
CaptureSite_5,Creek,Species_5,67.6,62.7,34.9,49
CaptureSite_5,Creek,Species_5,45.3,41.3,18.5,49
CaptureSite_5,Creek,Species_5,45.2,40.3,32.0,49
CaptureSite_5,Creek,Species_5,38.4,36.8,7.5,50
CaptureSite_5,Creek,Species_5,35.5,34.0,6.5,1
CaptureSite_5,Creek,Species_5,37.6,38.0,9.5,2
CaptureSite_5,Creek,Species_5,40.5,36.5,8.5,9
CaptureSite_5,Creek,Species_5,47.5,43.1,15.0,11
CaptureSite_5,Creek,Species_5,42.4,39.2,11.5,13
CaptureSite_5,Creek,Species_5,66.7,57.4,31.5,14
CaptureSite_5,Creek,Species_5,39.1,36.4,9.0,14
CaptureSite_5,Creek,Species_5,51.3,46.4,15.24,15
CaptureSite_5,Creek,Species_5,67.0,61.86,34.88,20
CaptureSite_5,Creek,Species_5,43.0,40.6,9.07,20
CaptureSite_5,Creek,Species_5,41.2,38.6,7.32,25
CaptureSite_5,Creek,Species_6,43.53,41.27,10.2,27
CaptureSite_5,Creek,Species_6,33.2,31.4,4.27,34
CaptureSite_5,Creek,Species_5,44.5,42.2,9.63,35
CaptureSite_5,Creek,Species_5,51.1,47.1,16.3,36
CaptureSite_5,Creek,Species_5,38.2,38.6,6.72,39
CaptureSite_5,Creek,Species_6,36.4,34.3,5.75,39
CaptureSite_5,Creek,Species_5,36.4,33.4,5.25,41
CaptureSite_5,Creek,Species_5,39.4,39.0,7.17,41
CaptureSite_5,Creek,Species_6,25.8,25.4,2.03,42
CaptureSite_5,Creek,Species_5,43.2,39.7,9.4,45
CaptureSite_5,Creek,Species_5,42.5,41.7,9.0,46
CaptureSite_5,Creek,Species_5,39.5,39.0,6.0,46
CaptureSite_5,Creek,Species_5,42.0,31.9,9.0,47
CaptureSite_5,Creek,Species_5,34.6,34.0,4.6,48
CaptureSite_5,Creek,Species_5,42.1,41.4,7.3,49
CaptureSite_5,Creek,Species_5,48.5,43.5,11.8,0
CaptureSite_5,Creek,Species_5,60.2,57.0,26.1,0
CaptureSite_5,Creek,Species_6,28.5,27.0,3.0,3
CaptureSite_5,Creek,Species_5,40.7,40.2,6.8,4
CaptureSite_5,Creek,Species_5,46.9,44.0,12.45,9
CaptureSite_5,Creek,Species_5,42.3,40.0,8.13,10
CaptureSite_5,Creek,Species_5,42.2,40.5,8.85,15
CaptureSite_5,Creek,Species_5,40.2,38.2,7.59,15
CaptureSite_5,Creek,Species_5,38.3,37.3,7.53,15
CaptureSite_5,Creek,Species_5,36.7,35.7,6.05,21
CaptureSite_5,Creek,Species_6,22.0,20.8,1.21,25
CaptureSite_5,Creek,Species_6,21.8,20.9,1.35,26
CaptureSite_5,Creek,Species_5,6.8,6.2,0.2,28
CaptureSite_5,Creek,Species_6,30.5,27.4,4.04,35
CaptureSite_5,Creek,Species_5,47.5,44.0,13.0,36
CaptureSite_5,Creek,Species_5,42.6,41.5,10.05,36
CaptureSite_5,Creek,Species_5,43.8,42.7,10.1,37
CaptureSite_5,Creek,Species_6,31.9,29.8,3.6,42
CaptureSite_5,Creek,Species_5,40.0,37.8,8.3,42
CaptureSite_5,Creek,Species_5,44.0,40.2,10.3,42
CaptureSite_5,Creek,Species_6,37.3,34.3,7.04,52
CaptureSite_5,Creek,Species_5,45.7,42.0,11.71,3
CaptureSite_5,Creek,Species_5,51.9,50.0,11.01,4
CaptureSite_5,Creek,Species_6,41.9,40.4,8.9,6
CaptureSite_5,Creek,Species_5,40.6,40.0,8.98,6
CaptureSite_5,Creek,Species_5,39.3,37.9,7.25,6
CaptureSite_5,Creek,Species_5,46.2,44.0,11.82,6
CaptureSite_5,Creek,Species_5,37.7,36.9,5.68,8
CaptureSite_5,Creek,Species_5,35.0,31.1,4.95,8
CaptureSite_5,Creek,Species_5,51.5,49.5,16.56,8
CaptureSite_5,Creek,Species_5,43.7,41.5,9.2,14
CaptureSite_5,Creek,Species_6,44.0,42.2,10.35,19
CaptureSite_5,Creek,Species_5,66.7,60.8,34.68,21
CaptureSite_5,Creek,Species_6,30.3,29.5,3.27,23
CaptureSite_5,Creek,Species_5,41.4,39.1,11.13,27
CaptureSite_5,Creek,Species_5,35.2,33.3,5.72,40
CaptureSite_5,Creek,Species_5,45.25,42.1,10.2,40
CaptureSite_5,Creek,Species_5,45.9,42.8,10.82,40
CaptureSite_5,Creek,Species_5,49.2,46.0,13.8,41
CaptureSite_5,Creek,Species_5,34.0,35.0,5.59,41
CaptureSite_5,Creek,Species_5,32.6,33.3,4.46,42
CaptureSite_5,Creek,Species_6,29.5,26.9,3.27,43
CaptureSite_5,Creek,Species_5,45.2,43.1,12.02,43
CaptureSite_5,Creek,Species_5,39.35,40.3,8.51,44
CaptureSite_5,Creek,Species_5,39.2,37.8,8.65,44
CaptureSite_5,Creek,Species_5,36.0,35.0,6.38,44
CaptureSite_5,Creek,Species_5,39.4,40.0,7.84,44
CaptureSite_5,Creek,Species_5,35.6,34.3,5.71,47
CaptureSite_5,Creek,Species_5,35.2,34.0,5.23,47
CaptureSite_5,Creek,Species_5,45.1,45.6,10.23,48
CaptureSite_5,Creek,Species_5,38.7,35.3,7.51,48
CaptureSite_5,Creek,Species_5,46.5,43.0,12.84,48
