ForagingGround,Species,CCL_cm,CCW_cm,Weight_Kg,CalendarWeek
Creek,Species_5,39.0,37.5,8.5,46
Ocean,Species_5,40.0,39.2,8.71,26
Ocean,Species_6,31.2,28.0,4.0,51
Ocean,Species_6,36.4,34.4,5.71,16
Creek,Species_6,30.7,29.3,3.1,42
Creek,Species_5,53.5,49.2,17.5,38
Ocean,Species_6,34.5,31.4,4.78,51
Ocean,Species_5,95.0,87.4,106.0,3
Creek,Species_5,48.8,45.2,13.822,5
Ocean,Species_5,39.9,37.0,7.0,9
Creek,Species_5,51.8,48.0,17.48,43
Ocean,Species_5,47.3,42.5,11.9,39
Creek,Species_6,40.8,36.8,7.8,51
Creek,Species_5,73.7,67.4,46.0,48
Ocean,Species_5,39.0,37.0,8.59,0
Creek,Species_5,38.0,36.1,7.0,11
Creek,Species_5,40.3,38.9,7.9,15
Ocean,Species_5,49.0,45.0,14.5,38
Creek,Species_5,52.5,49.7,18.392,49
Ocean,Species_6,38.6,35.77,5.78,47
Ocean,Species_6,40.9,39.4,8.0,50
Ocean,Species_5,75.9,70.5,46.62,27
Ocean,Species_6,31.1,28.6,2.92,14
Creek,Species_5,40.1,37.8,7.0,30
Ocean,Species_6,42.0,41.8,9.51,48
Creek,Species_5,59.4,53.6,24.5,48
Creek,Species_5,60.7,54.6,24.0,13
Creek,Species_6,37.6,35.9,8.0,26
Creek,Species_5,40.5,38.1,8.187999999999999,40
Creek,Species_6,37.5,31.5,6.0,18
Ocean,Species_5,39.4,37.3,11.0,3
Ocean,Species_6,34.67,33.13,3.95,29
Creek,Species_6,28.8,24.2,2.9,47
Creek,Species_5,48.8,47.3,11.2,37
Creek,Species_6,35.3,34.4,4.5,35
Ocean,Species_6,36.7,34.4,5.5,3
Creek,Species_5,48.3,42.8,13.0,7
Ocean,Species_5,43.0,41.3,9.760000000000002,7
Creek,Species_5,63.4,56.3,29.0,50
Ocean,Species_6,40.0,36.3,8.41,48
Ocean,Species_5,42.5,39.7,8.984,30
Creek,Species_6,30.2,28.3,2.5,4
Ocean,Species_5,39.6,40.6,7.93,30
Ocean,Species_6,35.6,32.5,4.67,3
Creek,Species_5,39.35,37.85,6.74,25
Ocean,Species_6,34.7,31.7,4.9,41
Creek,Species_5,42.8,41.1,9.26,25
Ocean,Species_5,5.8,5.0,0.3,29
Creek,Species_5,44.9,41.0,9.11,18
Creek,Species_5,46.5,43.2,12.42,33
Creek,Species_6,31.2,28.0,3.5,38
Creek,Species_6,37.6,35.5,6.747999999999999,1
Creek,Species_5,43.0,40.9,9.08,32
Creek,Species_5,43.7,42.8,10.936,26
Ocean,Species_5,41.9,41.7,7.7,46
Ocean,Species_5,52.1,48.07,15.64,50
Creek,Species_5,45.4,44.5,11.466,8
Creek,Species_6,39.8,37.4,7.752000000000001,2
Ocean,Species_5,49.2,35.3,8.0,27
Creek,Species_5,52.6,48.9,17.85,52
Ocean,Species_6,29.6,26.6,2.88,49
Ocean,Species_5,41.3,40.8,8.78,19
Creek,Species_5,53.7,50.3,17.944,39
Creek,Species_5,57.3,51.1,21.983999999999998,46
Creek,Species_6,36.63,36.2,5.34,50
Creek,Species_5,45.5,43.7,12.75,19
Creek,Species_5,63.4,56.6,29.29,16
Creek,Species_5,43.2,42.3,9.5,21
Creek,Species_6,43.5,38.7,9.9,30
Ocean,Species_5,34.3,34.4,5.35,45
Creek,Species_5,43.3,40.8,10.0,1
Creek,Species_5,43.7,42.7,11.5,0
Creek,Species_5,62.5,59.3,28.356,3
Creek,Species_6,39.0,35.2,5.7,7
Ocean,Species_6,35.6,30.9,5.12,37
Creek,Species_6,28.3,24.3,2.83,21
Creek,Species_5,60.17,53.13,23.36,28
Creek,Species_5,48.6,47.5,13.803999999999998,5
Ocean,Species_6,40.0,36.5,7.88,10
Ocean,Species_6,39.7,36.4,7.5,7
Ocean,Species_6,39.87,38.43,7.6,8
Ocean,Species_5,39.7,37.5,7.203999999999999,1
Ocean,Species_4,82.0,74.0,74.8,29
Creek,Species_5,50.7,45.3,13.7,7
Creek,Species_6,38.6,35.8,8.0,12
Ocean,Species_5,39.6,38.8,7.742,18
Creek,Species_5,35.7,34.1,4.85,43
Ocean,Species_6,37.4,35.0,7.5,12
Ocean,Species_6,38.6,35.2,6.23,13
Creek,Species_5,54.6,51.2,17.866000000000003,9
Ocean,Species_5,42.0,41.4,9.5,35
Creek,Species_5,49.0,44.4,14.634,26
Ocean,Species_5,45.8,44.0,10.5,28
Ocean,Species_5,41.5,39.97,8.1,48
Ocean,Species_6,37.6,36.0,4.0,21
Ocean,Species_6,33.2,29.8,4.36,50
Creek,Species_6,30.6,28.6,3.03,15
Creek,Species_5,85.5,75.0,68.0,0
Creek,Species_6,36.6,33.7,5.5,29
Ocean,Species_5,63.7,61.6,31.5,11
Ocean,Species_6,30.8,30.3,3.7060000000000004,32
Creek,Species_5,35.37,33.27,5.24,6
Creek,Species_5,58.0,53.9,23.33,13
Ocean,Species_6,32.6,30.5,4.0,51
Creek,Species_5,41.7,39.3,8.518,48
Creek,Species_6,32.3,31.0,4.0,16
Ocean,Species_5,43.0,41.4,9.690000000000001,49
Creek,Species_5,51.1,46.0,15.654,45
Creek,Species_6,43.0,40.9,9.61,22
Creek,Species_5,46.8,43.7,12.836000000000002,49
Ocean,Species_5,40.8,40.9,8.886,14
Creek,Species_5,42.5,40.0,10.0,45
Creek,Species_6,29.4,28.4,2.8,12
Creek,Species_6,26.9,24.9,1.79,21
Creek,Species_5,37.4,34.8,6.17,41
Creek,Species_5,62.6,58.3,28.669999999999998,2
Creek,Species_5,75.0,67.8,54.6,27
Ocean,Species_6,28.8,26.9,2.93,23
Ocean,Species_6,33.4,30.7,4.01,6
Creek,Species_5,41.5,37.6,8.5,31
Creek,Species_5,57.8,56.7,24.610000000000003,29
Ocean,Species_5,58.9,55.8,26.04,4
Creek,Species_5,39.4,39.0,7.17,41
Ocean,Species_6,38.2,36.3,6.4,33
Creek,Species_6,38.9,34.5,7.5,51
Creek,Species_5,43.0,41.2,9.64,1
Creek,Species_6,33.2,31.0,3.0,47
Creek,Species_5,41.5,40.2,9.5,45
Creek,Species_6,34.9,31.1,4.5,41
Ocean,Species_6,32.4,29.77,3.35,33
Creek,Species_6,73.3,71.1,47.580000000000005,11
Ocean,Species_6,29.7,25.4,3.16,45
Creek,Species_5,42.5,42.3,10.5,41
Ocean,Species_6,40.8,39.1,8.202,28
Creek,Species_5,41.43,39.47,8.1,46
Creek,Species_5,43.7,42.4,10.7,23
Creek,Species_5,82.0,77.0,61.2,3
Ocean,Species_6,40.1,36.1,6.95,19
Creek,Species_5,45.8,43.2,11.176,26
Creek,Species_6,31.9,32.1,4.44,22
Creek,Species_5,54.0,50.1,18.57,26
Ocean,Species_6,33.8,31.0,4.45,3
Creek,Species_6,44.0,42.2,10.35,19
Creek,Species_5,49.8,46.1,15.0,34
Creek,Species_6,43.0,41.7,8.51,24
Ocean,Species_6,32.3,30.0,5.5,50
Creek,Species_5,46.5,44.5,11.89,15
Ocean,Species_7,39.7,40.5,6.52,10
Ocean,Species_6,34.6,32.0,4.54,1
Creek,Species_5,43.0,42.0,9.382,32
Creek,Species_5,41.5,38.6,8.67,48
Creek,Species_5,45.8,41.8,12.5,7
Ocean,Species_5,34.7,33.2,5.52,44
Ocean,Species_5,35.3,33.1,5.23,18
Creek,Species_5,50.2,46.9,16.276000000000003,44
Creek,Species_6,32.15,29.7,4.022,23
Creek,Species_5,42.5,40.9,9.578,48
Creek,Species_5,38.7,37.67,7.39,2
Ocean,Species_5,31.9,30.0,4.398000000000001,18
Creek,Species_5,35.0,34.3,5.56,45
Ocean,Species_6,36.7,33.9,6.1979999999999995,45
Creek,Species_6,75.5,69.0,50.839999999999996,27
Creek,Species_6,37.3,34.8,5.58,15
Ocean,Species_5,100.3,97.8,111.34,34
Creek,Species_5,41.7,41.6,8.63,40
Creek,Species_6,37.1,37.1,6.703999999999999,14
Creek,Species_5,45.8,43.3,10.05,44
Ocean,Species_5,42.0,39.2,8.78,33
Ocean,Species_5,46.0,42.93,12.1,40
Ocean,Species_6,40.1,35.2,7.0,9
Creek,Species_5,46.7,43.6,12.722,47
Creek,Species_5,63.1,56.0,28.380000000000003,46
Ocean,Species_5,43.8,41.2,11.1,25
Ocean,Species_6,35.0,33.1,5.2,48
Creek,Species_5,72.1,68.0,38.9,48
Ocean,Species_5,30.8,28.9,3.41,29
Creek,Species_5,39.53,37.87,6.8,8
Creek,Species_5,48.3,43.2,13.0,46
Creek,Species_5,51.8,47.7,16.486,1
Creek,Species_5,43.8,38.1,9.716000000000001,50
Ocean,Species_5,51.9,46.0,14.71,5
Ocean,Species_6,32.6,31.0,4.0,39
Ocean,Species_6,27.0,24.9,1.79,21
Creek,Species_5,66.0,59.0,32.0,1
Creek,Species_5,39.6,38.4,7.0,2
Creek,Species_5,40.2,39.0,8.182,30
Creek,Species_6,33.7,30.5,4.378,36
Ocean,Species_5,42.8,41.5,9.82,43
Ocean,Species_7,65.0,67.8,32.8,18
Ocean,Species_5,37.7,36.1,5.71,40
Creek,Species_5,36.4,35.0,6.5,17
Ocean,Species_5,64.8,62.1,31.0,44
Creek,Species_5,43.5,39.8,9.668000000000001,30
Ocean,Species_6,36.8,33.5,5.0,23
Creek,Species_6,32.0,30.2,3.38,32
Ocean,Species_5,41.8,40.4,9.17,16
Creek,Species_5,44.4,43.0,12.0,32
Creek,Species_5,44.3,41.0,10.5,28
Ocean,Species_6,37.7,36.1,7.5,2
Creek,Species_5,40.0,38.5,8.7,49
Ocean,Species_6,39.5,37.7,7.22,3
Creek,Species_6,33.6,31.5,5.0,17
Creek,Species_5,45.93,45.13,12.3,45
Creek,Species_5,44.2,45.2,10.756,29
Creek,Species_6,36.5,35.5,6.0,1
Ocean,Species_5,40.77,38.73,7.42,46
Creek,Species_6,35.05,32.5,4.67,22
Creek,Species_6,39.7,39.1,9.5,1
Creek,Species_5,42.5,41.3,8.75,26
Ocean,Species_6,34.1,31.8,4.8,5
Creek,Species_5,71.9,64.2,39.016,13
Ocean,Species_6,35.5,33.1,5.014000000000001,46
Creek,Species_6,39.4,34.1,7.25,44
Ocean,Species_6,42.8,41.0,10.26,30
Creek,Species_6,38.6,36.7,7.5,0
Creek,Species_5,45.3,41.1,13.334,12
Creek,Species_5,72.3,65.7,43.82,38
Creek,Species_5,53.3,49.3,18.51,49
Creek,Species_5,60.7,54.7,25.0,20
Ocean,Species_6,33.7,31.8,5.39,1
Creek,Species_5,48.7,45.7,14.12,47
Creek,Species_5,45.9,41.9,11.309999999999999,5
Ocean,Species_5,50.1,49.1,16.0,49
Creek,Species_5,39.6,39.5,7.2,48
Creek,Species_5,57.3,52.3,23.8,31
Ocean,Species_6,65.93,60.27,27.32,41
Ocean,Species_6,32.7,31.3,3.0,42
Creek,Species_5,47.9,45.7,12.5,43
Creek,Species_6,28.2,27.8,2.7,0
Creek,Species_6,33.47,32.9,4.21,4
Ocean,Species_6,37.8,34.95,6.77,22
Creek,Species_6,31.5,29.1,3.53,28
Creek,Species_5,40.6,39.05,7.8,50
Creek,Species_5,46.4,42.2,11.0,48
Creek,Species_6,43.2,39.9,8.98,8
Creek,Species_5,65.1,61.5,36.0,24
Ocean,Species_5,40.8,39.7,7.5,39
Creek,Species_6,34.8,31.9,4.58,14
Creek,Species_6,34.8,34.4,4.6,40
Creek,Species_5,44.47,41.53,11.25,20
Creek,Species_6,28.4,26.2,2.74,19
Ocean,Species_5,42.7,41.6,8.6,0
Creek,Species_6,5.6,5.2,0.07333333333333335,10
Creek,Species_6,35.5,34.1,5.54,33
Creek,Species_6,32.2,29.2,3.5,39
Ocean,Species_5,41.5,42.1,8.14,44
Creek,Species_5,43.7,42.5,10.424,16
Ocean,Species_6,36.9,35.0,5.3919999999999995,36
Ocean,Species_5,46.5,44.0,12.032,28
Creek,Species_5,38.0,35.6,6.24,43
Ocean,Species_6,28.8,26.6,2.78,21
Creek,Species_6,34.3,35.1,5.328,36
Creek,Species_5,46.5,42.5,13.5,48
Creek,Species_6,38.2,36.8,7.0,32
Creek,Species_5,58.8,53.0,22.5,24
Ocean,Species_5,65.7,63.3,34.239999999999995,36
Ocean,Species_5,39.8,38.5,7.5,20
Creek,Species_5,68.2,59.8,34.724000000000004,3
Ocean,Species_5,43.5,41.0,10.0,17
Creek,Species_5,43.5,42.7,9.25,1
Creek,Species_5,40.6,39.1,7.46,40
Creek,Species_6,44.1,40.0,10.95,25
Creek,Species_6,27.5,26.0,2.2880000000000003,36
Creek,Species_5,48.3,45.6,15.25,23
Creek,Species_5,43.0,42.3,9.31,31
Ocean,Species_5,65.2,63.5,30.5,40
Ocean,Species_6,32.6,30.0,4.5,42
Creek,Species_5,37.4,36.5,5.92,3
Creek,Species_5,42.3,42.5,10.5,4
Creek,Species_5,38.8,35.4,6.79,31
Creek,Species_5,44.2,40.3,11.5,19
Ocean,Species_5,42.4,39.0,8.512,40
Creek,Species_5,49.0,46.5,14.14,38
Ocean,Species_5,34.3,32.6,4.442,41
Creek,Species_6,39.8,37.8,7.4,1
Ocean,Species_5,38.2,37.5,6.4,7
Ocean,Species_6,32.8,29.7,4.15,29
Ocean,Species_5,50.8,48.6,14.5,5
Ocean,Species_5,34.7,33.1,5.9,44
Creek,Species_5,35.0,33.6,5.478,44
Creek,Species_5,64.0,56.5,13.1,44
Creek,Species_5,37.1,36.0,6.669999999999999,18
Creek,Species_5,43.3,40.3,10.0,48
Creek,Species_5,44.6,41.6,11.56,6
Ocean,Species_6,42.97,39.9,9.29,45
Creek,Species_5,54.4,48.9,19.674,12
Creek,Species_5,43.0,41.0,9.598,20
Creek,Species_6,29.5,27.6,2.75,13
Creek,Species_5,34.7,34.1,5.3,47
Creek,Species_5,36.0,34.0,5.22,43
Creek,Species_5,74.4,64.8,45.82000000000001,49
Creek,Species_5,44.0,41.5,10.41,19
Creek,Species_5,62.0,56.3,26.96,50
Creek,Species_5,6.8,6.2,0.2,28
Creek,Species_5,44.1,39.7,10.0,43
Ocean,Species_6,45.6,42.1,10.9,35
Ocean,Species_6,5.0,4.0,0.15,22
Creek,Species_5,46.7,42.3,11.962,45
Ocean,Species_6,32.73,32.1,4.28,40
Ocean,Species_5,43.2,44.0,10.106,22
Ocean,Species_5,39.5,39.5,8.5,36
Ocean,Species_6,35.7,32.9,5.0,11
Ocean,Species_6,42.37,38.4,8.17,45
Creek,Species_5,37.6,35.5,6.747999999999999,47
Creek,Species_5,70.6,65.1,37.089999999999996,8
Creek,Species_5,42.2,39.3,7.5,0
Creek,Species_5,45.7,41.4,12.5,8
Ocean,Species_5,59.2,53.9,23.808,49
Creek,Species_5,43.5,40.0,9.93,17
Ocean,Species_5,42.2,29.4,10.5,35
Ocean,Species_5,35.6,35.1,3.5,9
Creek,Species_6,33.3,31.5,5.0,0
Creek,Species_5,40.4,38.1,7.958000000000001,0
Ocean,Species_6,14.1,12.8,0.4,34
Creek,Species_5,47.9,44.5,13.040000000000001,50
Creek,Species_5,41.7,40.2,8.527999999999999,4
Creek,Species_5,40.8,41.2,8.74,38
Ocean,Species_5,33.1,32.0,4.25,8
Creek,Species_6,30.1,28.3,3.75,30
Creek,Species_5,41.3,40.4,7.264,24
Ocean,Species_6,27.9,25.8,3.11,28
Ocean,Species_6,34.1,30.9,4.8,44
Creek,Species_6,33.0,31.0,4.3,38
Creek,Species_5,41.0,41.4,7.7299999999999995,33
Creek,Species_5,49.3,45.7,15.1,9
Creek,Species_6,31.5,29.8,3.5,3
Creek,Species_6,34.6,33.8,6.5,1
Ocean,Species_5,52.4,48.3,17.282,51
Ocean,Species_6,32.7,29.9,3.85,0
Ocean,Species_5,43.6,43.1,10.5,27
Creek,Species_5,39.5,39.3,8.376000000000001,48
Ocean,Species_6,31.8,31.03,3.72,31
Creek,Species_5,41.6,38.0,9.0,2
Creek,Species_5,48.9,45.4,13.282,36
Ocean,Species_6,53.0,46.1,15.5,36
Creek,Species_5,41.5,41.0,8.4,43
Creek,Species_5,62.8,57.3,27.886000000000003,28
Ocean,Species_5,40.05,38.9,7.13,21
Creek,Species_5,72.0,64.6,39.984,43
Creek,Species_5,71.0,63.6,42.5,8
Creek,Species_5,34.6,32.2,5.01,48
Creek,Species_5,41.4,39.8,10.0,46
Creek,Species_5,48.4,44.7,14.190000000000001,16
Creek,Species_5,39.0,38.3,6.8,42
Ocean,Species_5,93.4,89.1,70.0,24
Creek,Species_6,36.2,34.2,5.73,11
Ocean,Species_6,48.3,41.8,14.0,14
Creek,Species_5,40.0,36.6,7.724000000000001,44
Ocean,Species_5,32.8,30.9,4.29,52
Creek,Species_5,40.5,38.1,7.8,48
Creek,Species_6,38.5,36.5,7.0,23
Creek,Species_5,51.7,49.2,15.9,22
Creek,Species_5,61.0,55.6,27.326,14
Ocean,Species_6,34.4,31.8,6.5,4
Creek,Species_5,42.0,40.2,9.22,13
Creek,Species_6,33.0,28.0,3.618,34
Ocean,Species_6,33.5,30.5,4.02,42
Creek,Species_6,30.2,28.1,3.09,27
Creek,Species_5,63.9,58.4,28.951999999999998,29
Creek,Species_6,36.5,33.2,4.4,4
Ocean,Species_6,36.9,35.0,5.3919999999999995,41
Ocean,Species_6,27.5,26.8,2.35,33
Ocean,Species_6,31.07,27.13,3.52,27
Ocean,Species_6,35.5,33.6,4.5,24
Ocean,Species_6,38.5,36.2,7.5,43
Creek,Species_5,38.8,31.9,6.272,29
Ocean,Species_5,78.55,72.5,50.0,48
Creek,Species_5,35.7,35.0,7.5,46
Creek,Species_6,41.9,46.5,7.18,43
Ocean,Species_6,32.0,32.3,4.0280000000000005,28
Creek,Species_5,56.0,49.5,19.5,50
Ocean,Species_6,51.0,47.17,15.6,29
Creek,Species_6,28.7,23.63,2.79,28
Creek,Species_5,54.5,49.6,19.5,23
Creek,Species_5,33.7,33.9,5.34,9
Ocean,Species_6,46.4,43.2,11.0,21
Creek,Species_5,67.2,60.3,34.0,40
Creek,Species_5,29.5,27.2,3.0,1
Creek,Species_6,29.6,28.9,3.1,26
Creek,Species_5,47.1,43.8,8.5,25
Creek,Species_6,27.3,24.8,2.9,24
Creek,Species_5,52.2,48.0,15.626,41
Ocean,Species_5,45.5,43.5,11.86,5
Creek,Species_6,33.3,29.5,3.75,43
Creek,Species_5,64.2,55.8,29.02,34
Creek,Species_5,35.1,34.2,5.6,17
Ocean,Species_5,32.4,30.4,3.8,48
Ocean,Species_6,30.4,29.2,4.45,34
Ocean,Species_5,42.7,39.9,8.5,0
Ocean,Species_5,39.1,36.2,7.0,13
Creek,Species_6,32.5,29.4,3.41,12
Ocean,Species_5,55.27,51.13,18.97,47
Ocean,Species_6,36.0,32.6,5.76,44
Creek,Species_5,57.3,53.2,22.094,21
Ocean,Species_5,62.7,59.2,27.95,14
Creek,Species_5,40.4,37.4,7.616000000000001,2
Creek,Species_5,39.5,39.5,7.446000000000001,30
Creek,Species_5,43.9,41.0,10.185999999999998,10
Creek,Species_2,42.9,42.7,10.2,28
Creek,Species_6,42.0,38.9,8.05,20
Creek,Species_5,51.0,46.0,18.5,28
Creek,Species_6,50.6,45.5,16.0,23
Creek,Species_6,31.5,29.2,4.0,43
Creek,Species_6,37.5,34.5,5.4,2
Ocean,Species_6,36.5,35.3,4.99,41
Creek,Species_5,51.5,48.5,16.541999999999998,31
Creek,Species_6,37.5,36.4,5.64,45
Ocean,Species_5,45.6,44.7,11.9,30
Creek,Species_5,41.2,38.8,8.0,47
Creek,Species_5,42.0,39.5,9.7,41
Creek,Species_6,37.4,34.6,5.51,18
Ocean,Species_6,28.0,27.2,2.39,28
Creek,Species_5,41.5,40.6,7.71,17
Ocean,Species_5,37.4,35.6,6.5,5
Ocean,Species_5,35.4,33.8,5.9,44
Ocean,Species_6,31.8,30.4,3.3,26
Ocean,Species_6,39.6,36.4,6.24,10
Ocean,Species_5,43.3,42.2,9.947999999999999,4
Creek,Species_6,59.8,53.5,20.2,5
Creek,Species_5,38.6,38.1,7.442,31
Ocean,Species_6,27.2,25.67,2.35,27
Creek,Species_5,49.7,44.6,15.17,12
Ocean,Species_6,30.0,28.2,3.02,49
Creek,Species_5,46.0,42.6,8.5,27
Creek,Species_5,43.5,41.7,9.0,50
Creek,Species_5,40.8,41.5,7.458,6
Creek,Species_5,44.0,41.7,12.03,38
Ocean,Species_6,32.2,30.0,4.0,5
Ocean,Species_5,64.4,61.1,30.853999999999996,26
Creek,Species_6,34.6,34.4,5.5,41
Ocean,Species_5,35.4,35.3,5.86,0
Creek,Species_5,4.6,4.2,0.1,19
Ocean,Species_6,30.7,28.8,4.1,2
Creek,Species_5,40.7,39.8,8.26,18
Ocean,Species_5,41.1,39.1,8.0,45
Creek,Species_5,53.7,51.0,17.572,37
Ocean,Species_5,40.25,39.15,7.35,49
Creek,Species_5,48.8,45.3,14.156,49
Ocean,Species_6,33.7,29.9,4.5,45
Ocean,Species_5,40.9,39.3,7.7620000000000005,34
Creek,Species_6,41.9,40.4,8.9,6
Ocean,Species_6,34.3,31.5,5.134,8
Creek,Species_6,32.1,29.4,3.5,36
Creek,Species_5,51.1,45.1,16.5,3
Ocean,Species_6,28.6,26.5,2.53,46
Creek,Species_5,40.7,39.4,8.678,31
Ocean,Species_5,67.5,63.5,36.5,15
Creek,Species_5,42.2,40.4,9.0,18
Ocean,Species_6,33.1,31.3,4.5,20
Creek,Species_5,38.7,37.1,6.4,34
Ocean,Species_5,70.8,62.7,38.896,43
Ocean,Species_6,31.1,31.8,4.0,25
Creek,Species_6,32.3,29.4,3.0,46
Ocean,Species_6,38.2,37.4,6.9,46
Ocean,Species_6,51.0,44.6,14.5,29
Creek,Species_6,40.4,36.5,7.62,22
Creek,Species_5,57.7,50.0,19.916,4
Ocean,Species_6,32.1,28.8,4.0,27
Creek,Species_6,31.7,29.3,3.6480000000000006,24
Creek,Species_6,49.8,44.8,12.36,10
Creek,Species_5,38.6,37.5,7.41,16
Creek,Species_5,68.7,59.2,36.006,12
Creek,Species_5,47.2,45.1,12.9,24
Creek,Species_6,35.3,33.4,6.0,11
Ocean,Species_6,32.2,30.9,3.75,36
Creek,Species_5,41.7,39.8,8.38,34
Creek,Species_6,31.5,29.5,3.306,38
Creek,Species_5,41.7,39.0,9.5,17
Ocean,Species_5,43.6,40.5,11.06,23
Creek,Species_5,40.5,39.5,8.228,15
Ocean,Species_6,67.0,57.8,33.02,46
Creek,Species_5,99.3,93.8,109.0,4
Creek,Species_5,43.4,39.5,10.0,6
Creek,Species_5,52.7,47.7,16.738,45
Ocean,Species_5,35.0,33.1,5.19,14
Creek,Species_5,41.1,39.2,8.3,33
Creek,Species_5,42.3,42.0,10.0,8
Creek,Species_5,40.7,38.4,7.678,12
Creek,Species_5,46.0,42.1,10.636,5
Creek,Species_5,64.7,61.3,32.414,40
Creek,Species_5,35.4,34.6,4.74,0
Creek,Species_6,36.1,31.5,5.843999999999999,41
Creek,Species_5,42.4,39.1,9.79,36
Creek,Species_5,57.7,51.3,21.863999999999997,51
Ocean,Species_6,32.0,29.4,4.606,22
Creek,Species_5,35.3,36.4,5.8,50
Ocean,Species_5,52.6,48.0,19.08,12
Creek,Species_5,77.8,70.2,52.46,48
Creek,Species_5,59.4,55.4,25.612000000000002,51
Ocean,Species_5,50.6,46.0,15.174000000000001,18
Creek,Species_5,43.6,41.7,11.0,15
Creek,Species_5,55.6,51.5,20.5,24
Creek,Species_5,33.6,32.4,5.25,1
Creek,Species_6,37.9,34.0,5.8,2
Ocean,Species_6,39.3,35.2,5.92,51
Creek,Species_6,34.4,32.3,4.42,19
Creek,Species_5,43.5,40.4,9.916,4
Ocean,Species_6,30.8,27.8,4.0,49
Creek,Species_6,34.5,32.5,4.54,15
Creek,Species_5,47.0,41.8,12.4,35
Creek,Species_5,46.7,44.4,13.384,49
Creek,Species_5,40.5,40.3,8.193999999999999,31
Creek,Species_5,42.4,39.9,8.0,15
Creek,Species_5,44.9,44.3,10.894,32
Ocean,Species_5,42.2,39.8,9.0,1
Creek,Species_5,50.5,46.6,15.956,48
Ocean,Species_6,27.8,26.5,3.0,29
Creek,Species_6,35.4,32.5,5.78,47
Creek,Species_5,41.47,39.43,9.02,45
Creek,Species_5,40.5,38.0,8.4,20
Ocean,Species_6,37.5,34.2,6.05,35
Creek,Species_5,43.9,41.1,10.142,7
Creek,Species_6,33.8,31.7,4.0,37
Ocean,Species_6,34.0,32.0,4.31,36
Ocean,Species_5,35.0,34.2,5.95,20
Creek,Species_5,60.0,51.2,21.98,48
Creek,Species_5,38.2,36.7,6.1,1
Creek,Species_6,40.0,38.5,7.5,21
Creek,Species_6,28.5,26.5,2.6580000000000004,13
Creek,Species_5,46.1,44.1,11.85,41
Ocean,Species_6,28.0,26.2,2.44,43
Ocean,Species_5,44.75,43.15,11.9,50
Creek,Species_5,50.7,45.8,15.098000000000003,31
Creek,Species_5,41.1,38.8,8.062000000000001,6
Creek,Species_5,54.0,52.4,25.2,14
Creek,Species_5,47.5,44.1,11.776,14
Ocean,Species_6,37.5,34.2,4.9,36
Ocean,Species_5,40.75,40.45,8.3,24
Creek,Species_6,41.4,38.3,8.0,37
Ocean,Species_6,43.0,40.0,11.0,14
Creek,Species_5,39.3,37.5,5.5,7
Ocean,Species_6,28.8,27.7,2.978,19
Ocean,Species_6,35.7,32.2,7.5,12
Creek,Species_5,41.3,40.2,8.28,44
Ocean,Species_6,63.5,58.6,29.43,34
Ocean,Species_5,40.0,36.5,6.54,25
Ocean,Species_5,47.2,43.0,11.92,19
Creek,Species_6,34.2,32.8,4.47,24
Creek,Species_5,34.5,34.3,5.13,37
Ocean,Species_5,36.1,33.9,6.0,39
Ocean,Species_6,31.0,28.0,3.45,4
Creek,Species_6,31.8,31.1,3.61,37
Ocean,Species_6,39.5,36.8,6.824000000000001,4
Ocean,Species_6,32.6,31.8,4.4,51
Ocean,Species_6,43.26,40.06,6.72,27
Ocean,Species_6,5.2,4.9,0.10000000000000002,13
Creek,Species_6,34.3,30.6,4.8,20
Creek,Species_6,35.8,32.8,5.68,46
Creek,Species_5,37.47,39.47,8.5,29
Creek,Species_6,42.5,38.8,7.3,45
Creek,Species_5,36.2,35.0,5.736,11
Creek,Species_5,52.9,49.1,18.704,3
Creek,Species_6,33.0,29.9,3.95,34
Ocean,Species_5,65.5,59.8,33.43,10
Creek,Species_5,44.4,40.1,10.42,12
Ocean,Species_6,37.87,35.17,5.7,48
Ocean,Species_5,41.6,40.7,5.7,23
Ocean,Species_6,45.0,42.5,10.25,38
Creek,Species_6,34.1,33.0,5.75,19
Ocean,Species_5,33.5,33.1,6.0,13
Creek,Species_5,57.1,54.6,22.1,42
Creek,Species_5,53.4,48.9,17.0,43
Ocean,Species_5,40.5,41.5,8.5,30
Ocean,Species_6,58.7,51.0,19.95,25
Creek,Species_6,23.3,22.6,2.1,19
Creek,Species_5,39.8,37.2,7.7700000000000005,51
Creek,Species_6,38.0,35.0,5.84,42
Creek,Species_5,61.5,54.4,26.496,44
Creek,Species_6,36.0,32.5,6.11,18
Creek,Species_5,68.67,59.0,36.006,9
Ocean,Species_6,33.2,31.2,4.15,0
Creek,Species_5,35.6,33.7,5.2,4
Ocean,Species_6,35.6,32.4,6.52,24
Creek,Species_5,47.4,43.4,12.782,24
Creek,Species_6,55.7,48.4,16.0,27
Creek,Species_5,50.5,46.8,18.5,1
Creek,Species_6,39.3,36.0,7.0,2
Creek,Species_5,44.3,43.2,11.5,4
Creek,Species_6,54.2,55.6,18.5,1
Creek,Species_6,31.8,28.5,3.75,17
Creek,Species_5,36.7,34.4,4.8,49
Ocean,Species_6,37.03,36.0,5.66,6
Creek,Species_5,57.6,54.1,23.54,38
Ocean,Species_6,36.1,32.8,5.59,1
Ocean,Species_6,39.7,38.5,8.5,18
