CCL_cm,CCW_cm,Weight_Kg,CalendarWeek,ForagingGround_Ocean,Species_Species_1,Species_Species_2,Species_Species_3,Species_Species_4,Species_Species_5,Species_Species_6,Species_Species_7
43.8,41.8,4.15,42,False,False,False,False,False,True,False,False
32.0,28.9,3.3,41,False,False,False,False,False,False,True,False
44.2,43.3,11.076,15,False,False,False,False,False,True,False,False
46.4,43.9,14.0,30,False,False,False,False,False,True,False,False
43.9,41.2,10.940000000000001,50,False,False,False,False,False,True,False,False
44.0,41.0,8.2,2,True,False,False,False,False,True,False,False
36.6,35.9,5.8,2,False,False,False,False,False,True,False,False
45.4,42.0,9.43,50,False,False,False,False,False,True,False,False
31.0,34.8,6.3,33,True,False,False,False,False,True,False,False
41.7,41.2,9.166,25,False,False,False,False,False,True,False,False
30.0,28.9,2.85,39,False,False,False,False,False,False,True,False
38.9,37.1,7.6,0,True,False,False,False,False,True,False,False
35.4,34.2,5.3,17,False,False,False,False,False,False,True,False
80.6,71.5,60.96,41,True,False,False,False,False,True,False,False
36.1,33.8,6.0,42,False,False,False,False,False,True,False,False
40.5,38.6,8.784,24,False,False,False,False,False,True,False,False
53.8,49.9,18.669999999999998,17,False,False,False,False,False,True,False,False
46.4,43.0,12.6,27,True,False,False,False,False,False,True,False
29.1,26.2,3.29,35,False,False,False,False,False,False,True,False
42.6,40.6,9.0,29,False,False,False,False,False,True,False,False
38.8,35.5,6.21,39,True,False,False,False,False,False,True,False
36.4,36.6,6.130000000000001,5,False,False,False,False,False,True,False,False
63.77,58.57,26.58,41,False,False,False,False,False,False,True,False
38.0,36.2,6.3,39,True,False,False,False,False,True,False,False
47.0,42.6,12.0,8,False,False,False,False,False,True,False,False
40.2,38.4,7.909999999999999,24,False,False,False,False,False,True,False,False
57.5,49.7,20.35,36,True,False,False,False,False,False,True,False
46.0,41.5,10.778,39,False,False,False,False,False,True,False,False
41.3,39.5,8.45,28,False,False,False,False,False,True,False,False
44.6,40.3,9.4,34,True,False,False,False,False,True,False,False
44.5,41.2,10.238,20,False,False,False,False,False,True,False,False
47.7,47.7,14.3,18,False,False,False,False,False,True,False,False
43.0,39.4,9.312000000000001,23,False,False,False,False,False,True,False,False
32.4,31.4,4.15,48,True,False,False,False,False,False,True,False
37.5,35.2,5.85,10,True,False,False,False,False,False,True,False
36.6,33.1,5.59,44,True,False,False,False,False,False,True,False
41.5,36.9,7.22,0,False,False,False,False,False,False,True,False
55.8,51.6,21.146,11,False,False,False,False,False,True,False,False
38.4,38.4,9.086,11,False,False,False,False,False,True,False,False
40.8,40.7,8.5,42,False,False,False,False,False,True,False,False
39.0,38.5,7.06,51,False,False,False,False,False,True,False,False
30.8,29.5,4.0,18,False,False,False,False,False,False,True,False
42.1,38.2,8.541999999999998,11,False,False,False,False,False,True,False,False
42.0,41.2,9.07,3,False,False,False,False,False,True,False,False
27.5,26.7,2.63,12,False,False,False,False,False,False,True,False
33.7,34.6,6.48,44,False,False,False,False,False,False,True,False
34.5,33.4,4.9,46,False,False,False,False,False,True,False,False
38.1,37.2,6.0,48,False,False,False,False,False,True,False,False
36.5,33.5,5.41,0,True,False,False,False,False,False,True,False
33.1,30.1,5.0,41,False,False,False,False,False,True,False,False
43.4,41.5,10.218,4,False,False,False,False,False,True,False,False
46.1,42.6,10.272,5,False,False,False,False,False,True,False,False
38.6,36.5,6.5,47,True,False,False,False,False,True,False,False
36.7,36.7,6.112,34,True,False,False,False,False,True,False,False
32.7,29.0,2.0,42,True,False,False,False,False,False,True,False
47.2,43.7,12.5,29,False,False,False,False,False,True,False,False
32.8,30.2,3.96,11,True,False,False,False,False,False,True,False
45.7,43.6,11.05,27,False,False,False,False,False,True,False,False
43.6,41.2,10.040000000000001,16,False,False,False,False,False,True,False,False
72.5,66.9,47.0,47,False,False,False,False,False,True,False,False
44.3,41.7,10.41,35,True,False,False,False,False,True,False,False
59.5,54.0,24.208000000000002,7,False,False,False,False,False,True,False,False
34.7,32.23,4.95,44,True,False,False,False,False,False,True,False
38.6,35.3,5.5,23,False,False,False,False,False,False,True,False
37.8,32.5,6.1,44,True,False,False,False,False,False,True,False
37.3,34.6,6.17,43,False,False,False,False,False,False,True,False
32.0,29.2,3.89,4,True,False,False,False,False,False,True,False
33.2,32.2,4.5,39,True,False,False,False,False,False,True,False
56.2,53.5,21.35,25,True,False,False,False,False,True,False,False
36.5,35.7,5.5,50,False,False,False,False,False,False,True,False
40.7,40.0,8.028,27,False,False,False,False,False,True,False,False
34.3,34.7,6.3,45,False,False,False,False,False,True,False,False
44.4,42.6,11.25,50,True,False,False,False,False,False,True,False
41.5,38.0,8.69,10,False,False,False,False,False,True,False,False
30.5,26.3,3.33,11,False,False,False,False,False,False,True,False
29.8,28.0,3.06,35,True,False,False,False,False,False,True,False
35.47,33.43,4.9,45,False,False,False,False,False,False,True,False
41.7,39.4,8.99,6,False,False,False,False,False,True,False,False
30.67,28.8,4.02,32,True,False,False,False,False,False,True,False
34.9,31.7,4.37,9,False,False,False,False,False,False,True,False
31.6,29.5,3.0,35,False,False,False,False,False,False,True,False
44.4,42.0,10.334,48,False,False,False,False,False,True,False,False
43.1,42.7,10.546,51,True,False,False,False,False,True,False,False
43.0,39.6,8.75,39,False,False,False,False,False,True,False,False
60.0,56.5,26.560000000000002,46,True,False,False,False,False,True,False,False
31.0,28.1,3.22,36,True,False,False,False,False,False,True,False
33.4,30.6,6.0,19,False,False,False,False,False,False,True,False
50.3,46.2,17.5,9,False,False,False,False,False,True,False,False
50.7,48.9,15.442000000000002,24,False,False,False,False,False,True,False,False
44.8,41.9,10.36,14,False,False,False,False,False,True,False,False
39.8,39.3,8.37,37,True,False,False,False,False,True,False,False
73.2,67.0,47.57,48,False,False,False,False,False,True,False,False
39.1,37.7,6.3,38,False,False,False,False,False,True,False,False
37.2,34.1,5.8100000000000005,47,True,False,False,False,False,False,True,False
33.27,30.5,3.84,49,True,False,False,False,False,False,True,False
32.1,30.9,4.86,5,False,False,False,False,False,True,False,False
49.2,41.9,10.8,51,False,False,False,False,False,False,True,False
36.7,35.3,7.0,6,True,False,False,False,False,False,True,False
40.2,38.1,7.32,41,False,False,False,False,False,True,False,False
43.0,42.1,9.803999999999998,39,False,False,False,False,False,True,False,False
31.6,31.5,3.86,35,True,False,False,False,False,False,True,False
31.4,29.6,4.3,29,False,False,False,False,False,False,True,False
43.4,42.3,10.5,5,True,False,False,False,False,True,False,False
40.0,36.6,6.94,37,True,False,False,False,False,False,True,False
37.6,35.3,5.5,2,False,False,False,False,False,False,True,False
36.8,34.7,2.87,33,False,False,False,False,False,False,True,False
32.7,29.5,3.25,6,False,False,False,False,False,False,True,False
40.2,39.3,7.85,38,True,False,False,False,False,True,False,False
37.5,35.3,7.0,49,False,False,False,False,False,True,False,False
43.0,38.6,8.03,42,True,False,False,False,False,False,True,False
57.5,50.3,20.5,43,False,False,False,False,False,True,False,False
33.7,31.7,4.6,46,True,False,False,False,False,False,True,False
42.7,40.5,8.534,45,False,False,False,False,False,True,False,False
38.9,35.4,6.84,44,True,False,False,False,False,False,True,False
34.0,31.0,3.3,36,False,False,False,False,False,False,True,False
31.5,29.0,5.0,13,True,False,False,False,False,False,True,False
53.8,49.1,17.0,12,False,False,False,False,False,True,False,False
36.1,33.9,9.0,49,False,False,False,False,False,False,True,False
35.3,32.2,4.82,33,True,False,False,False,False,False,True,False
33.37,31.2,4.17,49,True,False,False,False,False,False,True,False
75.3,72.0,50.7,7,False,False,False,False,False,True,False,False
37.9,34.6,5.35,30,True,False,False,False,False,False,True,False
50.4,45.6,14.5,1,False,False,False,False,False,True,False,False
38.2,35.5,8.5,49,False,False,False,False,False,True,False,False
32.1,29.5,3.4,45,False,False,False,False,False,False,True,False
36.5,35.5,5.956,47,False,False,False,False,False,True,False,False
42.17,40.03,8.47,47,True,False,False,False,False,True,False,False
41.4,40.7,10.5,39,False,False,False,False,False,True,False,False
39.9,39.0,8.82,45,True,False,False,False,False,True,False,False
28.6,26.1,3.3,32,False,False,False,False,False,False,True,False
41.5,40.0,9.62,50,False,False,False,False,False,True,False,False
40.6,37.9,7.48,22,False,False,False,False,False,True,False,False
44.8,40.2,10.868,13,True,False,False,False,False,False,True,False
41.4,42.3,9.004,10,False,False,False,False,False,True,False,False
4.4,4.1,0.10000000000000002,37,True,False,False,False,False,False,True,False
85.4,74.4,69.22,45,True,False,False,False,False,False,True,False
52.3,49.1,17.02,18,False,False,False,False,False,True,False,False
29.5,27.7,3.0,38,True,False,False,False,False,False,True,False
34.3,32.5,4.5,12,True,False,False,False,False,False,True,False
42.7,40.8,11.04,32,True,False,False,False,False,True,False,False
39.0,34.17,6.93,49,False,False,False,False,False,True,False,False
44.0,42.2,10.1,36,False,False,False,False,False,True,False,False
40.8,38.1,8.11,42,True,False,False,False,False,True,False,False
50.2,48.0,15.5,27,False,False,False,False,False,True,False,False
35.2,34.9,5.3100000000000005,48,True,False,False,False,False,False,True,False
32.0,29.5,4.43,49,True,False,False,False,False,False,True,False
35.7,32.8,4.82,40,True,False,False,False,False,False,True,False
43.2,42.0,11.53,37,False,False,False,False,False,True,False,False
61.2,56.4,25.748,4,True,False,False,False,False,False,True,False
43.8,42.0,9.0,22,False,False,False,False,False,True,False,False
42.0,38.7,8.307999999999998,9,False,False,False,False,False,True,False,False
37.7,36.1,8.5,18,True,False,False,False,False,False,True,False
28.5,24.3,1.87,1,False,False,False,False,False,False,True,False
40.5,39.3,7.65,35,False,False,False,False,False,True,False,False
40.7,39.2,8.331999999999999,6,False,False,False,False,False,True,False,False
38.1,35.6,6.67,37,False,False,False,False,False,False,True,False
39.6,38.2,6.37,37,True,False,False,False,False,False,True,False
30.0,28.0,3.39,36,True,False,False,False,False,False,True,False
44.5,40.4,10.422,48,False,False,False,False,False,True,False,False
42.2,40.7,8.1,51,False,False,False,False,False,True,False,False
51.2,46.2,18.5,14,False,False,False,False,False,True,False,False
42.2,39.5,9.430000000000001,47,False,False,False,False,False,True,False,False
35.7,32.5,4.51,44,True,False,False,False,False,False,True,False
40.0,38.0,7.35,27,False,False,False,False,False,True,False,False
41.7,41.0,8.852,47,True,False,False,False,False,True,False,False
40.1,38.2,7.92,16,True,False,False,False,False,False,True,False
31.9,31.0,3.74,51,False,False,False,False,False,False,True,False
49.4,47.3,14.2,3,True,False,False,False,False,True,False,False
38.3,33.8,6.37,38,True,False,False,False,False,False,True,False
37.0,34.0,5.6,44,True,False,False,False,False,False,True,False
43.0,41.7,11.5,43,True,False,False,False,False,True,False,False
44.73,41.53,10.58,22,False,False,False,False,False,True,False,False
4.8,4.2,0.1,29,False,False,False,False,False,True,False,False
38.4,34.9,5.27,17,False,False,False,False,False,False,True,False
30.8,27.7,3.05,31,False,False,False,False,False,False,True,False
38.7,34.2,7.0,36,True,False,False,False,False,False,True,False
33.7,31.15,4.2,48,True,False,False,False,False,False,True,False
33.9,32.4,4.5,2,True,False,False,False,False,False,True,False
34.5,32.1,4.0,49,False,False,False,False,False,False,True,False
53.8,46.5,16.4,1,True,False,False,False,False,False,True,False
42.1,39.0,9.97,33,False,False,False,False,False,True,False,False
45.7,43.4,11.309999999999999,5,False,False,False,False,False,True,False,False
42.6,41.5,9.266,26,True,False,False,False,False,True,False,False
39.65,38.15,8.5,48,False,False,False,False,False,True,False,False
35.1,31.3,6.16,45,True,False,False,False,False,False,True,False
39.0,37.3,7.9,4,False,False,False,False,False,False,True,False
33.83,30.5,6.0,27,True,False,False,False,False,False,True,False
42.0,38.8,8.5,6,True,False,False,False,False,False,True,False
40.0,39.9,9.5,43,False,False,False,False,False,True,False,False
40.0,35.0,7.0,38,False,False,False,False,False,True,False,False
40.4,38.6,8.504,50,True,False,False,False,False,False,True,False
62.1,56.9,32.4,40,True,False,False,False,False,True,False,False
41.0,38.5,8.5,42,False,False,False,False,False,True,False,False
33.6,29.9,3.0,43,False,False,False,False,False,False,True,False
34.0,30.0,4.07,48,False,False,False,False,False,False,True,False
44.6,41.6,11.5,36,False,False,False,False,False,True,False,False
38.5,35.73,6.04,39,False,False,False,False,False,False,True,False
42.6,39.9,8.792,26,False,False,False,False,False,True,False,False
42.6,40.9,9.564,47,False,False,False,False,False,True,False,False
62.8,56.1,28.369999999999997,33,False,False,False,False,False,True,False,False
33.0,31.3,4.0200000000000005,38,False,False,False,False,False,False,True,False
39.5,38.0,8.88,46,False,False,False,False,False,True,False,False
33.1,30.0,3.95,42,True,False,False,False,False,False,True,False
41.2,36.2,7.5,20,False,False,False,False,False,False,True,False
48.6,45.8,14.0,19,True,False,False,False,False,True,False,False
36.0,33.0,5.93,18,True,False,False,False,False,False,True,False
35.83,34.3,5.12,31,True,False,False,False,False,False,True,False
44.2,40.8,10.5,50,False,False,False,False,False,True,False,False
42.8,39.5,9.104,20,True,False,False,False,False,True,False,False
42.93,38.16,10.42,31,True,False,False,False,False,False,True,False
44.0,41.2,10.288,5,False,False,False,False,False,True,False,False
35.7,35.8,6.07,1,True,False,False,False,False,True,False,False
53.8,49.8,18.79,7,False,False,False,False,False,True,False,False
43.1,40.4,9.65,2,True,False,False,False,False,False,True,False
44.17,41.67,10.788,48,False,False,False,False,False,True,False,False
42.5,40.8,9.190000000000001,42,False,False,False,False,False,True,False,False
41.5,38.5,8.75,6,True,False,False,False,False,True,False,False
43.7,41.9,10.652000000000001,16,False,False,False,False,False,True,False,False
39.9,38.7,8.04,16,False,False,False,False,False,True,False,False
35.9,34.0,6.2,18,False,False,False,False,False,False,True,False
44.0,41.7,11.5,47,False,False,False,False,False,True,False,False
46.1,42.7,11.628,41,False,False,False,False,False,True,False,False
45.0,41.8,10.734,9,False,False,False,False,False,True,False,False
40.3,39.6,7.5,23,False,False,False,False,False,True,False,False
34.2,33.4,3.2,48,True,False,False,False,False,True,False,False
40.3,38.1,7.55,10,True,False,False,False,False,True,False,False
40.0,37.3,8.578,49,False,False,False,False,False,True,False,False
36.6,33.1,6.0,25,False,False,False,False,False,False,True,False
49.7,44.2,12.5,41,True,False,False,False,False,False,True,False
68.67,64.6,35.42,49,True,False,False,False,False,True,False,False
34.6,32.2,5.13,34,False,False,False,False,False,False,True,False
36.57,34.7,5.6,26,False,False,False,False,False,False,True,False
38.3,35.1,5.86,33,False,False,False,False,False,False,True,False
36.33,33.0,5.6,40,False,False,False,False,False,False,True,False
40.1,37.5,7.424000000000001,12,True,False,False,False,False,True,False,False
42.61,42.0,8.72,39,False,False,False,False,False,False,True,False
56.2,51.9,20.31,47,False,False,False,False,False,True,False,False
37.5,35.5,6.78,43,False,False,False,False,False,True,False,False
33.8,32.0,4.5,41,True,False,False,False,False,False,True,False
29.4,27.9,2.87,36,True,False,False,False,False,False,True,False
44.4,41.1,10.809999999999999,12,True,False,False,False,False,False,True,False
43.7,41.9,10.5,1,False,False,False,False,False,True,False,False
41.0,40.3,8.57,40,False,False,False,False,False,True,False,False
33.8,32.5,4.34,20,False,False,False,False,False,False,True,False
96.8,93.8,107.24000000000001,14,True,False,False,False,True,False,False,False
38.0,35.5,6.54,46,False,False,False,False,False,True,False,False
37.8,38.0,7.63,29,False,False,False,False,False,True,False,False
68.2,61.4,35.111999999999995,45,True,False,False,False,False,True,False,False
43.0,41.9,9.776,0,False,False,False,False,False,True,False,False
40.1,36.7,7.7,17,True,False,False,False,False,False,True,False
45.47,40.6,9.6,10,False,False,False,False,False,False,True,False
35.6,31.9,5.326,43,False,False,False,False,False,False,True,False
33.0,32.3,3.7,1,True,False,False,False,False,False,True,False
41.2,40.3,8.326,22,False,False,False,False,False,True,False,False
46.3,46.3,12.886,10,False,False,False,False,False,True,False,False
40.5,37.1,7.6819999999999995,13,False,False,False,False,False,True,False,False
50.0,46.7,14.02,16,False,False,False,False,False,True,False,False
43.2,42.0,9.75,25,False,False,False,False,False,True,False,False
61.2,58.5,30.04,33,True,False,False,False,False,True,False,False
34.2,31.1,3.9,44,False,False,False,False,False,False,True,False
43.0,40.3,9.2,24,False,False,False,False,False,True,False,False
37.2,36.0,6.42,33,True,False,False,False,False,False,True,False
47.8,45.5,13.206,35,False,False,False,False,False,True,False,False
39.0,35.8,6.4,39,False,False,False,False,False,True,False,False
36.0,33.3,5.324,39,True,False,False,False,False,False,True,False
61.6,58.6,29.839999999999996,29,True,False,False,False,False,True,False,False
33.17,31.03,3.63,28,False,False,False,False,False,False,True,False
41.1,37.5,8.0,4,False,False,False,False,False,True,False,False
39.9,39.8,8.212,39,True,False,False,False,False,True,False,False
37.6,36.1,6.5,38,True,False,False,False,False,True,False,False
44.2,44.3,10.686000000000002,40,False,False,False,False,False,True,False,False
41.4,38.8,8.518,0,True,False,False,False,False,False,True,False
44.0,39.6,10.31,26,False,False,False,False,False,True,False,False
40.6,40.0,8.318000000000001,16,False,False,False,False,False,True,False,False
38.9,35.4,6.688,24,False,False,False,False,False,False,True,False
41.3,36.9,8.02,24,True,False,False,False,False,False,True,False
39.0,38.4,8.0,6,False,False,False,False,False,True,False,False
69.1,64.7,37.614,16,True,False,False,False,False,True,False,False
53.9,48.2,17.881999999999998,11,True,False,False,False,False,True,False,False
52.0,47.5,15.0,46,True,False,False,False,False,True,False,False
59.6,53.5,23.236,28,False,False,False,False,False,True,False,False
50.1,46.3,18.014,48,False,False,False,False,False,True,False,False
38.3,35.3,5.72,51,False,False,False,False,False,False,True,False
37.8,36.1,5.68,0,False,False,False,False,False,True,False,False
37.7,34.3,6.87,10,True,False,False,False,False,False,True,False
35.1,32.3,4.44,14,True,False,False,False,False,False,True,False
39.7,35.5,6.95,9,True,False,False,False,False,False,True,False
41.9,42.2,9.062000000000001,21,False,False,False,False,False,True,False,False
42.5,40.4,8.2,27,False,False,False,False,False,True,False,False
43.0,41.5,10.05,25,False,False,False,False,False,True,False,False
38.5,36.2,6.7,48,False,False,False,False,False,True,False,False
32.7,29.97,3.9,4,True,False,False,False,False,False,True,False
38.6,38.1,7.442,29,False,False,False,False,False,True,False,False
41.9,39.8,8.652000000000001,39,False,False,False,False,False,True,False,False
48.7,47.5,14.5,40,True,False,False,False,False,True,False,False
40.2,38.0,7.51,27,True,False,False,False,False,False,True,False
37.2,34.4,5.87,46,True,False,False,False,False,False,True,False
103.2,98.5,138.7,49,True,False,False,False,False,True,False,False
40.1,38.3,7.903999999999999,45,False,False,False,False,False,True,False,False
43.25,39.83,9.596,48,False,False,False,False,False,True,False,False
41.6,39.2,8.3,44,False,False,False,False,False,True,False,False
38.1,35.3,6.3,11,True,False,False,False,False,False,True,False
4.7,4.4,0.10000000000000002,36,False,False,False,False,False,False,True,False
42.5,40.7,9.55,13,False,False,False,False,False,True,False,False
7.0,6.4,0.05,33,True,False,False,False,False,True,False,False
41.4,37.8,8.5,47,False,False,False,False,False,True,False,False
45.1,45.6,10.23,48,False,False,False,False,False,True,False,False
42.5,41.5,9.81,21,True,False,False,False,False,True,False,False
34.2,31.0,4.46,7,True,False,False,False,False,False,True,False
36.0,34.3,6.5,48,False,False,False,False,False,False,True,False
41.3,38.6,6.65,43,True,False,False,False,False,True,False,False
53.4,48.8,17.526,19,False,False,False,False,False,True,False,False
28.5,24.5,2.05,48,False,False,False,False,False,False,True,False
39.4,36.5,8.83,20,False,False,False,False,False,True,False,False
35.5,33.4,5.0,48,True,False,False,False,False,False,True,False
41.0,36.6,6.8,4,True,False,False,False,False,False,True,False
37.6,35.4,6.22,39,False,False,False,False,False,False,True,False
40.0,38.26,8.4,34,False,False,False,False,False,True,False,False
43.82,41.91,8.431999999999999,29,False,False,False,False,False,True,False,False
61.1,56.6,16.4,30,False,False,False,False,False,False,True,False
34.2,33.0,4.42,2,True,False,False,False,False,False,True,False
45.5,45.4,11.42,31,False,False,False,False,False,True,False,False
42.0,39.1,8.39,37,True,False,False,False,False,True,False,False
47.9,46.6,13.580000000000002,47,False,False,False,False,False,True,False,False
82.0,75.5,61.0,25,True,False,False,False,False,True,False,False
49.6,46.1,15.303999999999998,41,False,False,False,False,False,True,False,False
44.8,42.5,11.25,3,False,False,False,False,False,True,False,False
43.2,43.4,9.442,17,False,False,False,False,False,True,False,False
42.0,39.5,9.354,24,False,False,False,False,False,True,False,False
40.6,41.5,7.54,34,False,False,False,False,False,True,False,False
43.5,39.8,9.668000000000001,27,False,False,False,False,False,True,False,False
49.5,47.4,13.786000000000001,18,False,False,False,False,False,True,False,False
44.4,41.1,10.5,41,False,False,False,False,False,True,False,False
37.77,34.83,5.76,45,True,False,False,False,False,False,True,False
47.6,44.3,12.681999999999999,48,False,False,False,False,False,True,False,False
35.6,32.3,4.75,20,False,False,False,False,False,False,True,False
31.2,28.1,3.56,0,True,False,False,False,False,False,True,False
51.3,48.9,16.901999999999997,11,False,False,False,False,False,True,False,False
31.1,29.1,2.95,36,False,False,False,False,False,False,True,False
46.5,43.5,11.93,25,False,False,False,False,False,True,False,False
38.0,35.1,7.0,30,True,False,False,False,False,True,False,False
43.8,41.3,10.5,48,False,False,False,False,False,True,False,False
41.2,37.9,7.4,22,False,False,False,False,False,True,False,False
40.8,41.4,8.1,1,True,False,False,False,False,True,False,False
40.0,35.7,8.0,6,False,False,False,False,False,True,False,False
51.5,44.4,16.76,21,False,False,False,False,False,True,False,False
70.0,64.0,43.5,10,True,False,False,False,False,True,False,False
38.2,37.9,6.55,11,False,False,False,False,False,True,False,False
36.7,35.6,6.5,33,True,False,False,False,False,True,False,False
69.6,62.9,41.942,38,False,False,False,False,False,True,False,False
33.1,30.1,3.8,8,False,False,False,False,False,False,True,False
43.6,42.4,10.28,23,False,False,False,False,False,True,False,False
31.5,29.6,3.84,50,True,False,False,False,False,True,False,False
49.0,42.1,10.5,24,False,False,False,False,False,False,True,False
43.57,40.0,9.72,50,True,False,False,False,False,False,True,False
72.0,62.5,36.05,46,False,False,False,False,False,True,False,False
32.2,32.1,4.21,17,False,False,False,False,False,False,True,False
54.0,48.8,19.5,16,False,False,False,False,False,True,False,False
40.7,38.5,7.975999999999999,31,False,False,False,False,False,True,False,False
45.0,41.5,10.39,0,False,False,False,False,False,True,False,False
37.5,34.2,5.98,18,False,False,False,False,False,True,False,False
40.27,37.93,8.0,28,False,False,False,False,False,True,False,False
28.9,26.9,2.98,35,True,False,False,False,False,False,True,False
29.5,29.2,2.2,3,False,False,False,False,False,False,True,False
33.5,31.5,5.04,50,True,False,False,False,False,False,True,False
44.1,43.4,10.632,12,False,False,False,False,False,True,False,False
42.2,39.05,8.5,36,True,False,False,False,False,False,True,False
54.9,50.4,18.0,21,False,False,False,False,False,True,False,False
44.5,42.0,9.96,18,True,False,False,False,False,True,False,False
39.3,38.5,7.0,32,False,False,False,False,False,False,True,False
37.3,34.3,7.04,52,True,False,False,False,False,False,True,False
37.5,36.6,5.91,12,False,False,False,False,False,False,True,False
40.8,42.9,9.604000000000001,46,True,False,False,False,False,True,False,False
27.7,27.5,2.4,47,True,False,False,False,False,False,True,False
28.5,27.2,2.83,10,True,False,False,False,False,False,True,False
49.4,45.2,14.1,44,False,False,False,False,False,True,False,False
29.76,28.36,2.57,46,True,False,False,False,False,False,True,False
50.0,46.1,15.28,47,False,False,False,False,False,True,False,False
57.6,52.4,18.044,42,True,False,False,False,False,True,False,False
34.4,33.1,5.029999999999999,5,True,False,False,False,False,False,True,False
55.4,52.6,22.224,50,False,False,False,False,False,True,False,False
39.8,41.4,9.228,25,False,False,False,False,False,True,False,False
44.7,40.1,11.0,49,True,False,False,False,False,True,False,False
30.8,28.6,5.4,50,False,False,False,False,False,False,True,False
54.0,52.9,19.816,39,True,False,False,False,False,True,False,False
40.2,37.6,7.6,24,False,False,False,False,False,False,True,False
44.1,40.5,10.661999999999999,17,False,False,False,False,False,True,False,False
33.4,31.2,4.2,7,False,False,False,False,False,False,True,False
37.0,37.3,7.1,51,True,False,False,False,False,True,False,False
42.2,38.5,9.522,33,False,False,False,False,False,True,False,False
54.8,49.5,19.08,16,False,False,False,False,False,False,True,False
47.5,43.8,11.7,38,False,False,False,False,False,False,True,False
27.2,25.7,2.96,19,False,False,False,False,False,False,True,False
63.8,57.6,32.019999999999996,34,True,False,False,False,False,True,False,False
36.5,35.8,7.45,20,False,False,False,False,False,True,False,False
35.2,32.83,4.42,47,False,False,False,False,False,False,True,False
43.0,41.1,10.094000000000001,45,True,False,False,False,False,True,False,False
39.5,38.0,7.802,1,False,False,False,False,False,True,False,False
35.9,33.1,5.83,1,False,False,False,False,False,False,True,False
51.7,47.9,11.25,23,True,False,False,False,False,True,False,False
45.1,41.6,10.0,22,True,False,False,False,False,True,False,False
53.1,49.2,21.0,6,False,False,False,False,False,True,False,False
37.7,33.6,5.51,29,True,False,False,False,False,False,True,False
34.1,32.4,4.29,36,True,False,False,False,False,False,True,False
43.5,40.7,9.41,49,False,False,False,False,False,True,False,False
41.5,40.0,8.0,24,False,False,False,False,False,True,False,False
58.35,53.45,23.6,50,False,False,False,False,False,True,False,False
40.8,39.1,8.202,32,False,False,False,False,False,True,False,False
31.1,28.7,3.39,18,True,False,False,False,False,False,True,False
54.2,50.7,18.294,51,False,False,False,False,False,True,False,False
46.2,44.0,11.82,6,False,False,False,False,False,True,False,False
38.1,37.5,6.8,0,True,False,False,False,False,True,False,False
39.7,35.5,6.83,48,True,False,False,False,False,False,True,False
40.6,39.0,9.0,3,False,False,False,False,False,True,False,False
41.5,39.8,8.51,41,False,False,False,False,False,True,False,False
31.87,27.87,3.91,45,False,False,False,False,False,False,True,False
65.5,59.2,30.0,9,True,False,False,False,False,True,False,False
49.6,46.7,14.9,6,True,False,False,False,False,False,True,False
38.2,37.8,6.44,9,True,False,False,False,False,True,False,False
37.2,36.0,6.5,28,False,False,False,False,False,True,False,False
43.7,41.6,11.13,1,True,False,False,False,False,False,True,False
49.4,44.6,14.144,16,False,False,False,False,False,True,False,False
38.2,35.07,5.72,45,False,False,False,False,False,False,True,False
43.8,41.6,10.178,18,False,False,False,False,False,True,False,False
40.46,35.83,6.71,47,True,False,False,False,False,False,True,False
35.63,33.3,4.51,27,True,False,False,False,False,False,True,False
49.8,48.0,15.5,10,False,False,False,False,False,True,False,False
4.8,4.2,0.1,29,False,False,False,False,False,True,False,False
52.2,48.3,16.387999999999998,45,True,False,False,False,False,False,True,False
44.8,40.8,11.4,4,False,False,False,False,False,True,False,False
42.5,40.0,9.418000000000001,7,False,False,False,False,False,True,False,False
51.4,46.0,14.9,38,False,False,False,False,False,True,False,False
51.0,43.7,15.0,18,False,False,False,False,False,True,False,False
49.4,42.9,11.6,35,True,False,False,False,False,False,True,False
28.2,26.5,2.7,22,True,False,False,False,False,False,True,False
39.0,38.57,7.78,28,False,False,False,False,False,True,False,False
36.0,33.5,5.11,12,True,False,False,False,False,False,True,False
44.3,45.0,10.552000000000001,30,True,False,False,False,False,True,False,False
30.5,27.1,2.73,20,True,False,False,False,False,False,True,False
48.26,36.83,9.55,27,False,False,False,False,False,True,False,False
38.9,38.4,8.02,26,True,False,False,False,False,True,False,False
33.3,31.2,4.0,2,True,False,False,False,False,False,True,False
42.4,39.6,8.6,15,False,False,False,False,False,False,True,False
37.6,35.5,6.747999999999999,46,False,False,False,False,False,True,False,False
45.8,42.7,11.906,3,False,False,False,False,False,True,False,False
35.5,36.2,6.002000000000001,33,True,False,False,False,False,True,False,False
37.5,35.3,6.343999999999999,40,False,False,False,False,False,True,False,False
43.2,40.0,9.5,36,False,False,False,False,False,True,False,False
38.9,38.0,6.7379999999999995,46,False,False,False,False,False,True,False,False
52.0,46.4,15.788,34,False,False,False,False,False,True,False,False
52.4,49.0,17.5,44,True,False,False,False,False,True,False,False
38.0,37.0,6.409999999999999,51,False,False,False,False,False,True,False,False
43.8,43.2,10.494,40,False,False,False,False,False,True,False,False
59.8,53.4,22.756,30,False,False,False,False,False,True,False,False
34.6,32.2,4.6,45,False,False,False,False,False,False,True,False
